Freight Flows,Corridor,Lat,Long,Grouping,Daily $M,Daily Tons,AM Peak (7:00-8:59am) $K,AM Peak (7:00-8:59am) Tons,MD 1HR (1:00-1:59pm) $K,MD 1HR (1:00-1:59pm) Tons,PM Peak (4:00-5:59pm) $K,PM Peak (4:00-5:59pm) Tons,Daily $M (2020),Daily Tons (2020),Daily $M (Net Change 2020 to 2045),Daily Tons (Net Change 2020 to 2045),Daily $M (Growth 2020 to 2045),Daily Tons (Growth 2020 to 2045),Daily $M (Decrease 2020 to 2045),Daily Tons (Decrease 2020 to 2045)
US 30 WB,Portland Central City to Columbia County,45.55576068,-122.733523,Electronics,0.87,31,244.636,9,10.778,0,99.7,4,0.667,34,0.203,-3,0.203,0,0,3
US 30 WB,Portland Central City to Columbia County,45.55576068,-122.733523,Food,0.21,128,16.559,10,23.502,14,15.178,9,0.326,197,-0.116,-69,0,0,0.116,69
US 30 WB,Portland Central City to Columbia County,45.55576068,-122.733523,"Gravel, Sand, etc.",0.003,253,0.735,55,0,0,0,0,0.004,280,-0.001,-27,0,0,0.001,27
US 30 WB,Portland Central City to Columbia County,45.55576068,-122.733523,Machinery,1.188,253,241.123,51,39.281,8,0,0,0.814,263,0.374,-10,0.374,0,0,10
US 30 WB,Portland Central City to Columbia County,45.55576068,-122.733523,Misc manufactured,0.168,27,73.877,12,0,0,0,0,0.182,33,-0.014,-6,0,0,0.014,6
US 30 WB,Portland Central City to Columbia County,45.55576068,-122.733523,"Motor Vehicles, etc.",1.407,102,478.716,35,86.72,6,0,0,0.65,42,0.757,60,0.757,60,0,0
US 30 WB,Portland Central City to Columbia County,45.55576068,-122.733523,"Wood, Paper, etc.",0.241,454,79.448,150,1.183,2,13.737,26,0.228,429,0.013,25,0.013,25,0,0
I-84 EB 82nd,Portland Central City to Gateway,45.530577,-122.572246,Agriculture,1.91,4156,317.325,691,120.806,263,75.028,163,1.585,3551,0.325,605,0.325,605,0,0
I-84 EB 82nd,Portland Central City to Gateway,455.30577,-1225.72246,All Goods,75.43,40538,14548.361,6648,4741.447,2430,2504.717,1479,50.748,37593,24.682,2945,24.682,2945,0,0
I-84 EB 82nd,Portland Central City to Gateway,45.530577,-122.572246,Chemical,1.299,2211,179.922,306,49.65,85,19.504,33,0.956,1685,0.343,526,0.343,526,0,0
I-84 EB 82nd,Portland Central City to Gateway,45.530577,-122.572246,"Coal, Oil, Waste, etc.",4.074,7985,626.205,1227,280.111,549,198.436,389,5.929,11145,-1.855,-3160,0,0,1.855,3160
I-84 EB 82nd,Portland Central City to Gateway,45.530577,-122.572246,Electronics,26.716,948,5708.028,203,1856.245,66,378.863,13,13.205,670,13.511,278,13.511,278,0,0
I-84 EB 82nd,Portland Central City to Gateway,45.530577,-122.572246,Food,10.405,6376,1928.381,1182,521.67,320,363.38,223,8.287,5006,2.118,1370,2.118,1370,0,0
I-84 EB 82nd,Portland Central City to Gateway,45.530577,-122.572246,"Gravel, Sand, etc.",0.066,4936,11.143,834,4.269,319,1.353,101,0.047,3462,0.019,1474,0.019,1474,0,0
I-84 EB 82nd,Portland Central City to Gateway,45.530577,-122.572246,Machinery,13.162,2806,2784.32,594,824.829,176,550.98,117,4.595,1485,8.567,1321,8.567,1321,0,0
I-84 EB 82nd,Portland Central City to Gateway,45.530577,-122.572246,Misc manufactured,6.785,1078,1158.218,184,365.886,58,206.139,33,6.121,1097,0.664,-19,0.664,0,0,19
I-84 EB 82nd,Portland Central City to Gateway,45.530577,-122.572246,"Motor Vehicles, etc.",5.921,429,1121.343,81,419.228,30,515.543,37,5.153,334,0.768,95,0.768,95,0,0
I-84 EB 82nd,Portland Central City to Gateway,45.530577,-122.572246,"Wood, Paper, etc.",5.092,9613,713.475,1347,298.754,564,195.491,369,4.871,9158,0.221,455,0.221,455,0,0
I-84 EB Grand,Portland Central City to Gateway,45.526187,-122.657032,Agriculture,1.541,3354,254.016,553,107.578,234,56.008,122,1.437,3219,0.104,135,0.104,135,0,0
I-84 EB Grand,Portland Central City to Gateway,455.26187,-1226.57032,All Goods,77.172,41655,13932.78,6719,4980.82,2614,2600.228,1498,52.075,38818,25.097,2837,25.097,2837,0,0
I-84 EB Grand,Portland Central City to Gateway,45.526187,-122.657032,Chemical,1.591,2708,245.644,418,68.965,117,24.079,41,1.078,1901,0.513,807,0.513,807,0,0
I-84 EB Grand,Portland Central City to Gateway,45.526187,-122.657032,"Coal, Oil, Waste, etc.",4.281,8391,652.94,1280,287.274,563,198.189,388,6.409,12048,-2.128,-3657,0,0,2.128,3657
I-84 EB Grand,Portland Central City to Gateway,45.526187,-122.657032,Electronics,26.538,942,5235.393,186,1961.906,70,379.788,13,13.389,679,13.149,263,13.149,263,0,0
I-84 EB Grand,Portland Central City to Gateway,45.526187,-122.657032,Food,10.34,6335,1687.189,1034,575.381,353,382.293,234,8.049,4863,2.291,1472,2.291,1472,0,0
I-84 EB Grand,Portland Central City to Gateway,45.526187,-122.657032,"Gravel, Sand, etc.",0.076,5702,12.581,941,5.564,416,1.654,124,0.049,3588,0.027,2114,0.027,2114,0,0
I-84 EB Grand,Portland Central City to Gateway,45.526187,-122.657032,Machinery,13.897,2963,2861.539,610,879.24,187,550.128,117,4.901,1584,8.996,1379,8.996,1379,0,0
I-84 EB Grand,Portland Central City to Gateway,45.526187,-122.657032,Misc manufactured,7.12,1132,1225.847,195,365.886,58,294.647,47,6.092,1092,1.028,40,1.028,40,0,0
I-84 EB Grand,Portland Central City to Gateway,45.526187,-122.657032,"Motor Vehicles, etc.",6.679,484,999.838,72,419.228,30,515.543,37,5.629,365,1.05,119,1.05,119,0,0
I-84 EB Grand,Portland Central City to Gateway,45.526187,-122.657032,"Wood, Paper, etc.",5.109,9645,757.793,1431,309.797,585,197.899,374,5.042,9479,0.067,166,0.067,166,0,0
I-84 WB 82nd,Portland Central City to Gateway,45.53232,-122.572461,Agriculture,0.998,2173,117.304,255,44.29,96,7.889,17,0.941,2107,0.057,66,0.057,66,0,0
I-84 WB 82nd,Portland Central City to Gateway,455.3232,-1225.72461,All Goods,76.676,32324,11169.131,4439,4463.436,2004,2670.435,1085,54.803,32350,21.873,-26,21.873,0,0,26
I-84 WB 82nd,Portland Central City to Gateway,45.53232,-122.572461,Chemical,1.262,2148,237.975,405,93.378,159,37.34,64,1.15,2028,0.112,120,0.112,120,0,0
I-84 WB 82nd,Portland Central City to Gateway,45.53232,-122.572461,"Coal, Oil, Waste, etc.",2.775,5440,431.984,847,160.394,314,83.79,164,4.045,7604,-1.27,-2164,0,0,1.27,2164
I-84 WB 82nd,Portland Central City to Gateway,45.53232,-122.572461,Electronics,26.898,954,3821.305,136,1589.316,56,605.271,21,15.978,810,10.92,144,10.92,144,0,0
I-84 WB 82nd,Portland Central City to Gateway,45.53232,-122.572461,Food,11.028,6757,1839.669,1127,518.207,318,399.802,245,8.675,5241,2.353,1516,2.353,1516,0,0
I-84 WB 82nd,Portland Central City to Gateway,45.53232,-122.572461,"Gravel, Sand, etc.",0.028,2079,2.994,224,2.51,188,1.031,77,0.035,2566,-0.007,-487,0,0,0.007,487
I-84 WB 82nd,Portland Central City to Gateway,45.53232,-122.572461,Machinery,12.632,2693,2187.456,466,1027.409,219,562.104,120,7.5,2425,5.132,268,5.132,268,0,0
I-84 WB 82nd,Portland Central City to Gateway,45.53232,-122.572461,Misc manufactured,9.416,1496,855.279,136,207.841,33,466.311,74,7.361,1319,2.055,177,2.055,177,0,0
I-84 WB 82nd,Portland Central City to Gateway,45.53232,-122.572461,"Motor Vehicles, etc.",7.376,534,1277.574,93,511.119,37,360.327,26,4.899,318,2.477,216,2.477,216,0,0
I-84 WB 82nd,Portland Central City to Gateway,45.53232,-122.572461,"Wood, Paper, etc.",4.263,8048,397.591,751,308.971,583,146.569,277,4.219,7932,0.044,116,0.044,116,0,0
I-84 WB Grand,Portland Central City to Gateway,45.52766,-122.658147,Agriculture,1.831,3985,288.999,629,68.282,149,26.443,58,1.391,3116,0.44,869,0.44,869,0,0
I-84 WB Grand,Portland Central City to Gateway,455.2766,-1226.58147,All Goods,83.706,38647,13428.658,6101,5189.421,2333,2846.716,1210,59.007,36563,24.699,2084,24.699,2084,0,0
I-84 WB Grand,Portland Central City to Gateway,45.52766,-122.658147,Chemical,1.322,2251,304.95,519,111.005,189,41.747,71,1.137,2005,0.185,246,0.185,246,0,0
I-84 WB Grand,Portland Central City to Gateway,45.52766,-122.658147,"Coal, Oil, Waste, etc.",3.175,6223,555.784,1089,180.831,354,82.465,162,4.638,8718,-1.463,-2495,0,0,1.463,2495
